Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
Alain Bourissou Solo angel,Belgium Denmark +4,$5k to $10M,3. Early Revenue 4. Scaling +1,"I invest in particular in Energy Efficiency, Renewable energies, IT, industry,...",alain@bourissou.com
Steph Test Nasser Solo angel,Angola Austria +1,$1k to $50k,2. Prototype 3. Early Revenue,I invest in nothing. This is a test profile. Please do not submit decks.,steph@testnasser.com
Global Health Impact F... VC firm,USA Canada +1,$250k to $1.5M,2. Prototype 3. Early Revenue +3,"We invest in healthcare and medical startups, including medical technology and digital health, across all stages...",info@globalhealthimpactf.com
Reciprocal Studio Startup studio,Chile Colombia +1,$100k to $250k,1. Idea or Patent 2. Prototype,"We build blue economy, agroforestry and clean industry focused start-ups.",info@reciprocalstudiostartupstudio.com
Real Ventures VC firm,Canada,$500k to $4M,2. Prototype 3. Early Revenue +2,"We invest in daring entrepreneurs with the ambition to create successful, global...",team@real.com
Magnivia Ventures VC firm,Argentina Brazil +15,$250k to $750k,3. Early Revenue 4. Scaling +1,We invest in cross-border enterprise startups with strong IP doing  $250K+ ARR,contact@magnivia.com
Vendep Capital VC firm,Finland Sweden +4,$600k to $1.2M,4. Scaling,We invest in SaaS startups across Nordics and Baltics.,vendep@hotmail.com
JME Ventures VC firm,Spain,$100k to $3M,3. Early Revenue 2. Prototype,We invest in Spain-based seed stage companies.,info@jme.com
Scale Venture Partners VC firm,USA Israel +7,$5M to $30M,3. Early Revenue,"We  invest in intelligent business software in markets like: DataOps, DevOps, Digital Health, Fintech, Open Source,...",hello@scaleventurepartners.com
Ecliptic Capital VC firm,USA,$500k to $5M,3. Early Revenue 4. Scaling +1,"We invest in technology solutions that can make a global impact in the healthcare, security, and energy transition...",hello@ecliptic.com
Victor Fernandez Solo angel,Mexico,$25k to $200k,2. Prototype 3. Early Revenue,I invest in early revenue companies solving real pain points for businesses and consumers. I invest in pre-seed and...,victor@fernandez.com
Day One Capital VC firm,Hungary Poland +14,$300k to $1.8M,3. Early Revenue 4. Scaling,"We invest in CEE founders with global ambitions, primarily in the B2B software...",invest@dayone.com
Redstone VC firm,Germany Austria +15,$10k to $10M,2. Prototype 3. Early Revenue +1,We invest in European early-stage digital technology companies that have found product-market fit and demonstrate early...,contact@redstone.com
Pjotr van Schothorst Solo angel,Belgium Denmark +7,$100k to $700k,2. Prototype 3. Early Revenue,"I invest in Deep tech, climate tech, early stage (seed/pre-seed).
Tickets size EUR...",pjotr@vanschothorst.com
Shapr Ventures VC firm,France,$350k to $1.1M,3. Early Revenue 2. Prototype +1,We invest in early-stage tech companies legally based in France. We are sector agnostic and write cheques ranging from...,team@shapr.com
G+D Ventures VC firm,Austria Belgium +24,$500k to $3M,2. Prototype 3. Early Revenue +1,We invest in European TrustTech startups developing solutions for greater security and trust in the digital world –...,gd@gmail.com
Alfabeat VC firm,Poland Estonia +9,$250k to $1M,3. Early Revenue,We invest in seed Enterprise Software companies from Central and Eastern Europe  with a proven track-record of helping...,contact@alfabeat.com
Joao Diogo Solo angel,USA Portugal +1,$25k to $100k,2. Prototype 3. Early Revenue,I invest in Deep Tech SaaS with Product Led Growth potential,joao@diogo.com
Better Tomorrow Ventur... VC firm,Mexico Indonesia +9,$250k to $2M,1. Idea or Patent 2. Prototype +1,We invest in seed-stage Fintech,bettertomorrowventur@hotmail.com
Awesome Ventures VC firm,USA UK,$25k to $250k,2. Prototype 3. Early Revenue +1,We invest in US and UK-based B2B technology businesses from the Seed to Series A stage. Our key focus areas are...,awesome@gmail.com
Pratithi Investments VC firm,India Singapore +1,$4M to $10M,4. Scaling 5. Growth,We invest in all sectors with other institution lead investors. We focus on great founders with great products and high...,team@pratithiinvestments.com
Wayra UK Corporate VC,USA Belgium +6,$100k to $6M,3. Early Revenue 4. Scaling,"We invest in Telecom, Sustainability, Gen AI, and B2B enterprise SaaS with £1M+ ARR and ideally have a telco use...",invest@wayraukcorporatevc.com
Masawa VC firm,Norway Sweden +47,$50k to $2M,2. Prototype 3. Early Revenue,We invest in founders revolutionizing the mental wellness landscape.,team@masawa.com
VentureFriends VC firm,Germany Spain +25,$500k to $2.5M,2. Prototype 3. Early Revenue +1,We invest in stellar teams building B2C and B2B SaaS startups.,contact@venturefriends.com
Baukunst VC firm,USA Canada +1,$500k to $1.5M,2. Prototype 3. Early Revenue,"We invest in ambitious companies at the frontiers of technology and design.

We are independent minded and invest with...",baukunst@hotmail.com
Alpha Partners VC firm,USA Canada +3,$3M to $10M,4. Scaling 5. Growth +1,"We invest in early-stage tech companies, preferably with over $5 million in annual revenue.

Alpha Partners is a...",alphapartners@hotmail.com
Elisabeth Zambelis Solo angel,Kenya South Africa +6,$1k to $25k,2. Prototype 3. Early Revenue,I invest in both deep-tech ventures and startups that present immediate market viability. My favourite sectors : health...,elisabeth@zambelis.com
Invest Blue Angel network,USA,$25k to $150k,2. Prototype 3. Early Revenue +1,We invest in pre-seed and seed stage startups that are either Kentucky based or have an affiliation to the University...,hello@investblue.com
Soma Ventures VC firm,Taiwan China +7,$50k to $250k,3. Early Revenue 2. Prototype,"We invest in $1B plus market opportunity.  Business model-scalable, solving a major pain point. Defensible Product -...",invest@soma.com
Aonia Ventures VC firm,France Canada +2,$150k to $300k,3. Early Revenue 2. Prototype +1,"We invest in tech companies all over the world, in early-stage with tickets from $150k to...",contact@aonia.com
Sandwater VC firm,Norway,$1M to $10M,3. Early Revenue 4. Scaling +1,We invest in ambitious companies to make an impact that matters.,team@sandwater.com
Upheaval Investments VC firm,USA Canada +4,$150k to $2M,3. Early Revenue 2. Prototype +2,We invest in briliant teams solving meaninful problems through deep tech...,hello@upheavalinvestments.com
SOSV VC firm,USA,$250k to $525k,1. Idea or Patent 2. Prototype,"We invest in pre-seed deep tech companies through one of our accelerators. Life sciences (synthetic biology, syn bio,...",sosv@gmail.com
Matr Ventures VC firm,Canada USA,$250k to $1M,3. Early Revenue 4. Scaling,"We invest in Underestimated founders: Black, Indigenous, LatinX, Persons of Colour, Women, 2SLGBTQ & Persons with...",hello@matr.com
3one4 Capital VC firm,India USA +1,$100k to $5M,2. Prototype 3. Early Revenue +1,"We invest in SaaS, Enterprise & SMB Automation, Fintech, Consumer Internet, and Digital Health, with a focus on areas...",contact@3one4.com
Vulpes Investment Mana... Family office,UK,$50k to $50M,3. Early Revenue 2. Prototype +1,"We invest in Biotech, Diagnostics",invest@vulpesinvestmentmana.com
Eagle Venture Fund VC firm,USA Germany +4,$250k to $5M,3. Early Revenue 2. Prototype,"We invest in Healthtech, Blockchain, DevOps, Fintech, Energy, Analytics, Edtech...",team@eagleventurefund.com
David Semmens Solo angel,USA UK,$1k to $50k,1. Idea or Patent,"I invest in FinTech, WealthTech,EdTech, & InsurTech, where I can leverage my industry expertise & network. I’m keen...",david@semmens.com
Future Wrk Ventures VC firm,Austria Denmark +7,$25k to $500k,1. Idea or Patent 2. Prototype +1,We invest in European pre-seed and seed stage companies building the Future of...,hello@futurewrk.com
Stephen Henesy Solo angel,USA UK,$25k to $100k,3. Early Revenue 4. Scaling +1,"I invest in SaaS, Proptech, Tech, MedTech",stephen@henesy.com
Greater Colorado Ventu... VC firm,USA,$250k to $750k,2. Prototype 3. Early Revenue +1,We invest in high-growth rural Colorado based companies.,team@greatercoloradoventu.com
United Ventures VC firm,Italy Switzerland +3,$2M to $20M,3. Early Revenue 4. Scaling +1,"We invest in European tech startups across all sectors, from early to growth stage. We seek the best entrepreneurs with...",contact@united.com
D Squared Capital Family office,UK Israel +1,$5M to $20M,3. Early Revenue 4. Scaling +2,We invest in growth stage businesses,hello@dsquared.com
Ethos Fund VC firm,USA Singapore +1,$100k to $1M,1. Idea or Patent 2. Prototype +1,"We invest in startups building the future of learning, work, and play. We invest in founders who can leverage the...",team@ethosfund.com
Ligo Partners Family office,USA UK,$100k to $20M,4. Scaling 3. Early Revenue +2,"We invest in Grentech, deeptech, Fintech, saas, cleantech, etc agnostic",info@ligopartners.com
Mava Ventures Family office,USA,$100k to $250k,2. Prototype 3. Early Revenue +1,"We invest in early-stage (angel, pre-seed, seed) US-based B2B SaaS and B2B FinTech...",hello@mava.com
DVC Angel network,USA,$100k to $500k,4. Scaling 3. Early Revenue +2,"We invest in Fintech, IoT, web3, SaaS, B2B, Latam, Consumer, Health.",info@dvc.com
Octopus Ventures VC firm,UK,$750k to $15M,3. Early Revenue 2. Prototype +1,"We invest in the people, the ideas and the industries that will help change the world. Our investment team is built to...",info@octopus.com
Garden District Ventur... VC firm,Bangladesh Hong Kong +9,$100k to $500k,2. Prototype 3. Early Revenue +1,"We invest in companies that simplify daily life, boost livelihoods and commerce, and contribute to a more resilient...",info@gardendistrictventur.com
Alecla7 Family office,Argentina Brazil +14,$100k to $1M,1. Idea or Patent 2. Prototype +4,"We invest in VC opportunities globally, we are geography and industry agnostic and our sweet spot is Pre-seed to Series...",alecla7@hotmail.com
Talent Venture Group VC firm,Sweden Norway +8,$25k to $500k,1. Idea or Patent 2. Prototype +1,We invest in HR & Talent Tech companies,talentventure@hotmail.com
VujaDe Ventures VC firm,Chile Peru +7,$100k to $500k,1. Idea or Patent 2. Prototype,"We invest in pre-seed agrotech and fintech statups in LATAM/US/EUROPE, to help resolve world hunger....",invest@vujade.com
Patrimon Cube Angel network,Italy,$40k to $120k,2. Prototype 3. Early Revenue,"We invest in B2B Saas, AI deep tech, Fintech and Blockchain",hello@patrimoncube.com
Ecostar Capital Angel network,USA,$25k to $500k,3. Early Revenue 2. Prototype +1,"We invest in Fintech, ConsumerTech, CleanTech, EdTech, SaaS",invest@ecostar.com
Save the Children Glob... VC firm,Australia Kenya +10,$150k to $500k,4. Scaling 5. Growth +1,"We invest in scalable solutions (SaaS, fintech, healthtech, agtech, regtech) startups addressing the problems and...",invest@savethechildrenglob.com
LT Capital VC firm,Poland Lithuania +4,$300k to $300k,1. Idea or Patent 2. Prototype +1,We invest in great teams that build their market advantage based on a technological component in sectors that are the...,lt@hotmail.com
Mindset Ventures VC firm,USA Israel +1,$500k to $3M,3. Early Revenue 4. Scaling,"We generally invest in B2B SaaS companies based out of the US or Israel, mainly focused on fintech, enterprise...",team@mindset.com
LOI Venture VC firm,Canada USA,$75k to $300k,2. Prototype 3. Early Revenue +1,"We invest in early-stage startups in consumer, enterprise, deep tech, fintech, impact, hardware and software. LOI...",hello@loiventure.com
TRGC VC firm,Kenya Brazil +18,$100k to $1M,1. Idea or Patent 2. Prototype +1,We invest in Blockchain-based startups on a global scale solving critical friction points in the DLT...,contact@trgc.com
Verve Ventures VC firm,Switzerland Germany +6,$200k to $5M,2. Prototype 3. Early Revenue +2,"We invest in European Software, Hardware, and Life Science startups, at Late-seed, Series A, and larger...",verve@hotmail.com
The Council Capital VC firm,USA,$50k to $250k,1. Idea or Patent 2. Prototype +1,"We invest in pre-seed and seed stage deals in Logistics/Supply Chain, Fintech, Healthtech, and Future of...",thecouncil@hotmail.com
Uchiraka Yatawara Solo angel,Australia New Zealand,$10k to $25k,1. Idea or Patent 2. Prototype +1,"I invest in tech 'empowered' traditional business models, as-a-service automation, automating b2b & b2c marketplace...",uchiraka@yatawara.com
Capital Midwest VC firm,USA,$500k to $2M,3. Early Revenue 4. Scaling,We invest in Enterprise SaaS,midwest@hotmail.com
Michael Taus Solo angel,USA,$1k to $100k,3. Early Revenue 4. Scaling,"I invest in B2B SaaS, AI/ML, Proptech and marketplace startups with smart teams that have proven customer validation...",michael@taus.com
dlab VC firm,South Africa Bahamas +35,$100k to $500k,2. Prototype 3. Early Revenue +1,"We invest in early-stage crypto projects including DeFi, DePIN, infrastructure, SocialFi, security, decentralized...",hello@dlab.com
Sherwin Lee Solo angel,China Hong Kong +13,$5k to $600k,1. Idea or Patent 2. Prototype +2,I invest in tech companies in APAC markets mainly with various type of business models but more particularly models of...,sherwin@lee.com
1Sharpe Ventures VC firm,USA Canada +6,$500k to $2M,2. Prototype 3. Early Revenue +1,"We invest in Fintech, Real Estate Tech, Proptech,Architecture, Engineering, Construction, Supply Chain, Logistics,...",1sharpe@gmail.com
Dreamers VC VC firm,Spain USA,$200k to $500k,4. Scaling,"We invest in :
- Clinical phase 2 of therapeutic drug development.
- Medical device and diagnostics, but only if the...",dreamersvc@gmail.com
Aster Capital VC firm,USA Israel +2,$500k to $5M,3. Early Revenue 4. Scaling,We invest in Mobility - Industry 4.0 - B2B SaaS,hello@aster.com
ZILHive Ventures VC firm,Singapore South Korea +15,$50k to $500k,2. Prototype 3. Early Revenue,We invest in Global Blockchain startups with prototypes building on the Zilliqa Blockchain. ...,hello@zilhive.com
Simpact Ventures VC firm,Austria Bulgaria +12,$150k to $2M,4. Scaling 3. Early Revenue +2,We invest in the best impact driven startups in Central and Eastern Europe and wider. We empower founders to build tech...,invest@simpact.com
Fulcrum Equity Partner... VC firm,USA,$5M to $30M,4. Scaling 5. Growth,We invest in $2-10M ARR B2B Software businesses,invest@fulcrumequitypartner.com
BH3 Growth Equity PE fund,USA Canada,$5M to $30M,4. Scaling 5. Growth +2,"We invest in proptech, construction technology, sustainable building materials, modular construction, property...",team@bh3growthequitypefund.com
Cottonwood Technology ... VC firm,USA Belgium +6,$500k to $3M,1. Idea or Patent 2. Prototype +1,We invest in early stage deeptech,contact@cottonwoodtechnology.com
Anaxago VC firm,France Belgium +6,$500k to $3M,4. Scaling 5. Growth +1,"We invest in Healthcare (Medtech or Biotech), Proptech and Fintech companies with at least 40k€ MRR (excl....",team@anaxago.com
Wingsil Angel network,Israel,$200k to $700k,3. Early Revenue 5. Growth,"We invest in Enterprise software, AI, vertical SaaS, deeptech",info@wingsil.com
Paspalis VC firm,Australia Singapore,$50k to $2.5M,2. Prototype 3. Early Revenue +2,"We invest in pre-seed to Series B companies, both locally and globally, looking to do business in the Northern...",contact@paspalis.com
Supercharge Capital VC firm,Poland Czech Republic +8,$5M to $10M,5. Growth 6. Pre-IPO,We invest in B2B SaaS & Marketplaces. We look for later-stage European tech companies with a revenue run rate of...,hello@supercharge.com
Kenneth Auchenberg Solo angel,Canada USA,$5k to $100k,1. Idea or Patent 2. Prototype +1,I invest in developer-focused companies and support founders with operational expertise to build what's next for...,kenneth@auchenberg.com
Tensor Ventures VC firm,Czech Republic Germany +7,$250k to $1M,2. Prototype 3. Early Revenue +1,"We invest in Deep tech as such, anything which has ideally R&D behind its products and solutions: 

Quantum,...",info@tensor.com
DOMiNO Ventures VC firm,Azerbaijan Kazakhstan +5,$100k to $1M,2. Prototype 3. Early Revenue +1,"We invest in founders who are solving new problems of the modern world in AI, Deeptech, Cleantech, Healthtech, Fintech,...",invest@domino.com
4F Ventures VC firm,USA Canada,$50k to $250k,2. Prototype 3. Early Revenue +1,We invest in traditionally overlooked founders building seed-stage eCommerce and FinTech companies across North...,team@4f.com
Atlas Ventures (Singap... VC firm,Singapore Thailand +7,$500k to $5M,3. Early Revenue 4. Scaling,"We invest in startups within fast-growing, overlooked verticals and geographies. Currently, we're focused on...",team@atlassingap.com
Aish Capital Other,Israel USA,$500k to $20M,5. Growth 4. Scaling +1,We invest $500K-$20M from Seed to Series D,contact@aishother.com
Anthropocene Ventures VC firm,USA,$100k to $3M,1. Idea or Patent 2. Prototype +1,We invest in hard science ClimateTech companies globally.,invest@anthropocene.com
Rally Cap Ventures VC firm,Mexico Brazil +13,$100k to $300k,1. Idea or Patent 2. Prototype +2,"We invest in fintech infrastructure, mostly B2B APIs",rallycap@hotmail.com
Up Partners VC firm,USA Australia +2,$500k to $5M,3. Early Revenue 2. Prototype +1,We invest in enabling multi-dimensional mobility. We invest in anything that helps the ecosystem of transportation...,hello@uppartners.com
Nordic Secondary Fund VC firm,Denmark Sweden +6,$2M to $9M,5. Growth 6. Pre-IPO +1,"We invest in secondaries ONLY, and only post-Series A, we never participate in funding rounds. On average we buy...",contact@nordicsecondaryfund.com
TheVentureCity VC firm,USA Canada +14,$100k to $4M,2. Prototype 3. Early Revenue +2,"We invest in First Tickets:
- We give you your first ticket, minimum of $100K, and depending on performance follow-on...",theventurecity@gmail.com
J12 Ventures VC firm,Sweden Finland +9,$100k to $2M,1. Idea or Patent 2. Prototype +1,"We invest early in European startups enabled by software, data, and new technologies across industries. To date, our...",invest@j12.com
DIP Capital VC firm,Belgium Finland +24,$2M to $8M,3. Early Revenue 4. Scaling +1,"We invest in innovative companies following our investment strategy:
			- Sector agnostic
			- Geographically focused...",dip@gmail.com
Amplitude Ventures VC firm,Canada USA +1,$1M to $15M,2. Prototype 4. Scaling +2,We invest in promising healthcare companies that share our vision of bringing groundbreaking technologies to patients....,team@amplitude.com
Jake Liefer Solo angel,Angola Benin +45,$1k to $50k,3. Early Revenue 4. Scaling +1,I invest in opportunities that supports human flourishing. I am an impact investor with a focus on deploying capital to...,jake@liefer.com
30N Ventures VC firm,Kenya Nigeria +13,$300k to $5M,3. Early Revenue 4. Scaling +1,"We invest in:

Stages 
Late Seed, Series A.

Sectors
- Fintech: Transforming the financial landscape with new models...",hello@30n.com
Translink Capital VC firm,China USA +9,$500k to $7M,2. Prototype 3. Early Revenue +1,"We invest in early-stage startups across consumer, enterprise, and digital health...",translink@gmail.com
Monozukuri Ventures VC firm,Japan USA +1,$100k to $350k,2. Prototype 3. Early Revenue,"We invest in 10-15 hardware startups per year, with a typical check ranging from USD 100K to 300K at first, with a...",team@monozukuri.com
Kadan Capital VC firm,Indonesia Japan +7,$500k to $1M,3. Early Revenue 4. Scaling,"We invest in Fintech, B2B SaaS and AI.",team@kadan.com
Alex Rosen Solo angel,USA,$25k to $25k,3. Early Revenue,"I invest in early revenue companies, with a particular focus on the media and entertainment...",alex@rosen.com
Daba Finance Angel network,Côte d'Ivoire Senegal +22,$5k to $200k,3. Early Revenue 4. Scaling +1,"We invest in Fintech, Health tech, SaaS, Logistics Tech, Agritech",team@dabafinance.com
Pygma VC firm,Colombia Brazil +5,$5k to $50k,2. Prototype 3. Early Revenue +1,"We invest in pre-seed founders based in LatAm. 

Pygma is launching a pre-seed venture fund in Colombia for tech-based...",info@pygma.com
CDM Capital VC firm,India,$500k to $1M,1. Idea or Patent 2. Prototype +2,"We invest in tech focused companies, focused in SaaS, Fintech and Healthtech, coming in at Seed upto Series A with...",contact@cdm.com
JPIN Venture Cataysts VC firm,India UK +1,$50k to $5M,1. Idea or Patent 3. Early Revenue +2,"We invest in worldwide blockchain, crypto and digital assets startups below Series...",invest@jpinventurecataysts.com
"mHUB Ventures Incubator, Accelerator",USA,$142.5k to $142.5k,1. Idea or Patent 2. Prototype +1,"We invest in early-stage, physical product solutions that address the world's most pressing challenges in areas like...",invest@mhububatoraccelerator.com
Pipeline Capital VC firm,Australia,$100k to $1M,3. Early Revenue 4. Scaling +2,"We invest across fintech, IoT, SaaS, eCommerce, and other technologies and prefer companies that have already seen...",hello@pipeline.com
Grove Ventures VC firm,Israel,$500k to $5M,1. Idea or Patent 2. Prototype +1,"We invest in leading startups developing hard-to-replicate solutions at the intersection of technology, science, and...",grove@hotmail.com
Jaza Rift Ventures VC firm,Burkina Faso Burundi +24,$100k to $2M,1. Idea or Patent 2. Prototype +2,"We invest in pre-seed to series A healthtech, biotech and medtech founders in Africa. Tickets:...",contact@jazarift.com
Critical Ventures VC firm,Afghanistan Albania +195,$250k to $3M,4. Scaling 3. Early Revenue +2,"We invest in IoT, Web3, fintech, AI, ML, DevOps, Blockchain... from seed to series...",hello@critical.com
Elev8 VC VC firm,Singapore USA +5,$250k to $500k,2. Prototype 3. Early Revenue +1,"We invest in deeptech startups from Pre-Seed to Pre-A. Our key verticals include smart mobility, medtech, complex...",team@elev8vc.com
MedStartr VC firm,Spain USA,$50k to $250k,2. Prototype 3. Early Revenue +2,We invest in healthcare and medical companies that are validated by our global community through contests and on stages...,team@medstartr.com
Jeremy Baum Solo angel,Canada USA,$1k to $500k,1. Idea or Patent 2. Prototype +2,"I invest in PropTech & FinTech.

Tenets (not absolutely requirements):
1. 2-3 founders
2. domain expertise
3. I must be...",jeremy@baum.com
Africa Growth LLC VC firm,South Africa Nigeria +48,$50k to $1M,3. Early Revenue 2. Prototype +2,"We invest in B2B tech, Energy, Renewables, Water, Agtech and Fintech sector businesses in the pre to early growth phase...",info@africagrowth.com
Mucker Capital VC firm,USA Mexico +2,$100k to $5M,2. Prototype 3. Early Revenue +1,We invest in software companies (all verticals) with a focus on out-of-network startups...,hello@mucker.com
Gaurav Bansal Solo angel,USA,$200k to $500k,3. Early Revenue 4. Scaling +1,"I invest in B2B, SaaS, AI/ML, post-revenue, seed to Series A",gaurav@bansal.com
Ethos Family Office Family office,USA,$100k to $500k,2. Prototype 3. Early Revenue +3,"We invest in unique companies that complement the long term vision of our families, across tech, energy and...",info@ethos.com
First Check Ventures VC firm,USA Mexico +195,$100k to $1M,3. Early Revenue 4. Scaling +4,We invest in early stage startups across the globe,contact@firstcheck.com
"Hook Incubator, Accelerator",France UK +5,$50k to $50k,1. Idea or Patent 2. Prototype +1,We invest in alumni of the top French coding schools. Sector agnostic.,info@hookubatoraccelerator.com
Remote First Capital VC firm,Afghanistan Albania +195,$50k to $200k,2. Prototype 3. Early Revenue +2,"We invest in the next generation of remote work, global work infrastructure, and second-degree effects of it.

Also...",team@remotefirst.com
Variant VC firm,USA India +1,$250k to $7M,1. Idea or Patent 2. Prototype +2,We invest in pre-seed and seed crypto-native companies in the ownership economy.,team@variant.com
Bread and Butter Ventu... VC firm,USA Canada,$250k to $750k,3. Early Revenue 2. Prototype +1,"We invest in companies innovating in three essential backbone sectors of our economy: food/ag tech, health tech, and...",breadandbutterventu@gmail.com
Euclid Ventures VC firm,Canada USA,$500k to $1M,1. Idea or Patent 2. Prototype +1,"We invest in Vertical Software, Marketplaces, and Platforms. High-focus on founder-market fit....",euclid@hotmail.com
StartFast Ventures VC firm,USA,$500k to $1.5M,4. Scaling 5. Growth,We invest in B2B SaaS companies located outside major US Venture Capital hubs at the Seed/A Round...,invest@startfast.com
AdTay Ventures VC firm,UK Israel,$100k to $10M,3. Early Revenue 4. Scaling +2,We invest in Seed to late stage startups across Europe and Israel,info@adtay.com
Blisce/ VC firm,France USA +9,$10M to $20M,5. Growth,We invest in the future of B2C.,contact@blisce.com
Page One Ventures VC firm,USA Canada +3,$250k to $500k,1. Idea or Patent 2. Prototype +1,"We invest in Life Sciences, Deeptech, and B2B SaaS targeting data, infra and AI....",hello@pageone.com
Molten Ventures VC firm,Austria UK +40,$5M to $25M,3. Early Revenue 4. Scaling +2,We invest in 4 areas: SaaS and Enterprise Software; Deeptech; Healthtech; Consumer Software. Because we are...,molten@gmail.com
ScaleGood Fund VC firm,Canada USA +4,$15k to $150k,3. Early Revenue 4. Scaling +2,We invest in companies (globally) that are at the pre-seed or seed level and can demonstrate both a financial and...,invest@scalegoodfund.com
Aloniq Other,USA Singapore +2,$100k to $500k,1. Idea or Patent 2. Prototype +2,We invest in early-stage startups (from pre-seed to Series A) in deep tech and software...,aloniqother@gmail.com
Flying Founders VC firm,Czech Republic Slovakia +14,$100k to $600k,3. Early Revenue 4. Scaling +1,"We invest in:
1/ Invest €100k - €600k per company as growth capital and/or buyout.
2/ Focus on SaaS businesses with...",invest@flyingfounders.com
TecPier VC firm,USA Germany +18,$100k to $500k,1. Idea or Patent 2. Prototype +1,"We invest in maritime, logistics and supply chain startups at pre-seed/seed stage in Europe, US and...",contact@tecpier.com
Interface Fund VC firm,USA UK,$250k to $500k,2. Prototype 3. Early Revenue,We invest at the intersection of physics and biology,interfacefund@hotmail.com
Spark Capital VC firm,USA Germany +10,$1M to $50M,2. Prototype 3. Early Revenue +2,"We invest in the AI, consumer, commerce, devtools, fintech, software, frontier tech, and media...",spark@gmail.com
Ag Ventures Alliance VC firm,USA,$100k to $200k,1. Idea or Patent 2. Prototype +1,We invest in seed-stage agtech in the US.,hello@agalliance.com
Tenacious Ventures VC firm,Australia,$250k to $1.5M,3. Early Revenue,We invest in early-stage agtech and foodtech startups,hello@tenacious.com
Halogen Ventures VC firm,USA,$100k to $3M,2. Prototype 3. Early Revenue,"We invest in pre-seed, seed and series A companies creating groundbreaking technologies and products in the consumer...",hello@halogen.com
500 Global VC firm,USA Mexico +195,$150k to $2.5M,1. Idea or Patent 2. Prototype +3,"We invest in companies in markets where technology, innovation, and capital can unlock long-term value and drive...",info@500global.com
Kaas Ventures Angel network,Netherlands Germany +3,$50k to $1M,3. Early Revenue,We invest in the most promising consumer-only brands across Europe,kaas@hotmail.com
Alwyn Wong Solo angel,Canada USA,$5k to $200k,2. Prototype 3. Early Revenue +3,"I invest in fintech, new technologies, and AI related.",alwyn@wong.com
"Starshot Ventures Incubator, Accelerator",USA,$500k to $2M,1. Idea or Patent 2. Prototype +1,We accelerate unique brands that make health and wellness accessible for all.,starshotubatoraccelerator@gmail.com
Nielsen Innovate Fund VC firm,Israel,$100k to $500k,3. Early Revenue 2. Prototype,We invest in deep tech at early stage,invest@nielseninnovatefund.com
Volution VC firm,UK,$1.4M to $2.2M,4. Scaling,"We invest in ambitious Fintech and SaaS businesses, ready to accelerate their growth to Series B and...",volution@hotmail.com
Frontierspace Ventures VC firm,USA UK +1,$100k to $1M,3. Early Revenue 4. Scaling +1,We invest in startups with good revenue growth and a top tier VC on the cap table/leading the...,frontierspace@hotmail.com
Reinventure Capital VC firm,USA,$1M to $2M,4. Scaling 5. Growth,"We invest in US companies led by BIPOC and/or female founders, at breakeven and poised to grow profitably with a proven...",reinventure@hotmail.com
HG Ventures by The Her... Corporate VC,Israel USA +2,$1M to $9M,3. Early Revenue 4. Scaling +2,"We  invest in companies from seed to growth-equity stage in chemicals, construction, materials science and...",hgbythehercorporatevc@gmail.com
Orbita Capital VC firm,Russia USA +2,$1M to $3M,1. Idea or Patent 2. Prototype +3,"We invest in ESG, industry 4.0, SmartCity, logistics, AI",invest@orbita.com
Samuel Stillman Solo angel,USA Israel,$500k to $3M,1. Idea or Patent 2. Prototype +1,I invest in founders that are at a deep professional advantage to disrupt incumbent businesses in the Future of...,samuel@stillman.com
Colm  Walsh Solo angel,Belgium Croatia +21,$25k to $500k,1. Idea or Patent 2. Prototype +1,"I invest in European based, early stage (Idea, prototype, pre-seed and seed) B2B and B2C startups. Areas I like to...",colm@walsh.com
Galicia Ventures Corporate VC,Brazil Argentina +5,$50k to $500k,4. Scaling 3. Early Revenue,"We invest in Fintech, AgTech, InsurTech and B2B solutions. We value technologies such as Web 3.0, crypto, AI and...",invest@galiciacorporatevc.com
Angel Chahin Solo angel,Mexico USA,$5k to $10k,1. Idea or Patent 2. Prototype +1,"I invest in early-stage startups that are addressing challenges in manufacturing, content creation, and financial...",angel@chahin.com
Capital Lab Ventures VC firm,Brazil UK +5,$500k to $3M,3. Early Revenue 4. Scaling,We invest in deeptech Latam and Europe-based companies that will reshape the world in increasingly digital societies....,lab@hotmail.com
Climate Insiders Angel network,USA UK +7,$100k to $500k,2. Prototype 3. Early Revenue,"We invest in climate tech, in deep tech companies that have the potential to cut down megatons of CO2 emissions...",invest@climateinsiders.com
Simone Cimminelli Solo angel,Albania Andorra +45,$5k to $100k,1. Idea or Patent 2. Prototype +1,"I invest in:
✅ Europe.
✅ Pre-seed and seed.
✅ Short feedback loops AKA fully digital

More details here:...",simone@cimminelli.com
Hike Ventures VC firm,USA Canada +3,$200k to $3M,3. Early Revenue 4. Scaling,"We invest in applied AI, in startups showing early traction, post-revenue.",team@hike.com
Triumph Culture Capita... VC firm,Canada USA +1,$100k to $2.5M,1. Idea or Patent 2. Prototype +1,"We invest in global, creative/diverse pre-seed to series A, socially-conscious startups, and creative IP owners. We...",triumphculturecapita@hotmail.com
Rukam Capital VC firm,India,$50k to $1M,3. Early Revenue 4. Scaling +1,We invest in purpose-led founders obsessed with solving hard problems at scale by creating products and...,contact@rukam.com
